query,name,subtypes,category,type,phone,full_address,borough,city,postal_code,latitude,longitude,rating,reviews,reviews_link,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,working_hours,other_hours,business_status,about,description,verified,owner_id,reservation_links,booking_appointment_link,order_links,location_link,location_reviews_link,place_id,google_id,cid,kgmid,reviews_id
"tourist attraction, 411024, Pune, Maharashtra, IN",Vetal Hill,"Tourist attraction, Hiking area",attractions,Tourist attraction,,"GRCC+CMC, Datta Nagar, Kothrud, Pune, Maharashtra 411038",Gokhalenagar,Pune,411038,18.5210589,73.8216411,4.6,2536,"https://search.google.com/local/reviews?placeid=ChIJv9bkPKa_wjsRgQSnkJMyy-E&q=tourist+attraction,+411024,+Pune,+Maharashtra,+IN&authuser=0&hl=en&gl=IN",39,21,129,588,1759,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false}, ""Activities"": {""Birdwatching"": true, ""Hiking"": true, ""Jogging"": true, ""Trail difficulty"": true, ""Walking"": true}, ""Children"": {""Good for kids"": true}, ""Pets"": {""Dogs allowed outside"": true}}",,0,,,,,"https://www.google.com/maps/place/Vetal+Hill/@18.5210589,73.8216411,14z/data=!4m8!1m2!2m1!1sVetal+Hill!3m4!1s0x3bc2bfa63ce4d6bf:0xe1cb329390a70481!8m2!3d18.5210589!4d73.8216411","https://www.google.com/maps/place/Vetal+Hill/@18.5210589,73.8216411,13.99z/data=!4m16!1m7!3m6!1s0x3bc2bfa63ce4d6bf:0xe1cb329390a70481!2sVetal+Hill!8m2!3d18.5210589!4d73.8216411!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bc2bfa63ce4d6bf:0xe1cb329390a70481!8m2!3d18.5210589!4d73.8216411!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJv9bkPKa_wjsRgQSnkJMyy-E,0x3bc2bfa63ce4d6bf:0xe1cb329390a70481,1.62701536881745E+019,/g/11ddzp784b,-2176590385535056767
"tourist attraction, 411024, Pune, Maharashtra, IN",Late Sanjay Mahadeo Nimhan Gram Sanskruti Udyan,"Tourist attraction, Park",attractions,Tourist attraction,+91 1800 103 0222,"Ward No. 9, Ward No. 8, Someshwarwadi, Pashan, Pune, Maharashtra 411008","Ward No. 8, Someshwarwadi, Pashan",Pune,411008,18.545905,73.798257,4.5,5156,"https://search.google.com/local/reviews?placeid=ChIJNwqWDh-_wjsRCic6BxFOa7A&q=tourist+attraction,+411024,+Pune,+Maharashtra,+IN&authuser=0&hl=en&gl=IN",110,66,362,1388,3230,"{""Monday"": ""10am-8:30pm"", ""Tuesday"": ""10am-8:30pm"", ""Wednesday"": ""10am-8:30pm"", ""Thursday"": ""10am-8:30pm"", ""Friday"": ""10am-8:30pm"", ""Saturday"": ""10am-8:30pm"", ""Sunday"": ""10am-8:30pm""}",,OPERATIONAL,"{""Service options"": {""On-site services"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Public restroom"": true}, ""Children"": {""Good for kids"": true}}","Homespun exhibits about rural village life a century ago, with costumes & historical displays.",0,,,,,"https://www.google.com/maps/place/Late+Sanjay+Mahadeo+Nimhan+Gram+Sanskruti+Udyan/@18.545904999999998,73.79825699999999,14z/data=!4m8!1m2!2m1!1sLate+Sanjay+Mahadeo+Nimhan+Gram+Sanskruti+Udyan!3m4!1s0x3bc2bf1f0e960a37:0xb06b4e11073a270a!8m2!3d18.545904999999998!4d73.79825699999999","https://www.google.com/maps/place/Late+Sanjay+Mahadeo+Nimhan+Gram+Sanskruti+Udyan/@18.545904999999998,73.79825699999999,13.99z/data=!4m16!1m7!3m6!1s0x3bc2bf1f0e960a37:0xb06b4e11073a270a!2sLate+Sanjay+Mahadeo+Nimhan+Gram+Sanskruti+Udyan!8m2!3d18.545904999999998!4d73.79825699999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bc2bf1f0e960a37:0xb06b4e11073a270a!8m2!3d18.545904999999998!4d73.79825699999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJNwqWDh-_wjsRCic6BxFOa7A,0x3bc2bf1f0e960a37:0xb06b4e11073a270a,1.2712340208226E+019,/g/1tx45h11,-5734403865483532534
"tourist attraction, 411024, Pune, Maharashtra, IN",Zero Stone,"Tourist attraction, Historical landmark",attractions,Tourist attraction,,"Sadhu Vaswani Rd, Agarkar Nagar, Pune, Maharashtra 411001",Agarkar Nagar,Pune,411001,18.5230388,73.8762163,4.4,800,"https://search.google.com/local/reviews?placeid=ChIJQ5pPYlrAwjsRvTeNTr0qbEU&q=tourist+attraction,+411024,+Pune,+Maharashtra,+IN&authuser=0&hl=en&gl=IN",29,15,73,200,483,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",,1,100988772433998831797,,,,"https://www.google.com/maps/place/Zero+Stone/@18.5230388,73.8762163,14z/data=!4m8!1m2!2m1!1sZero+Stone!3m4!1s0x3bc2c05a624f9a43:0x456c2abd4e8d37bd!8m2!3d18.5230388!4d73.8762163","https://www.google.com/maps/place/Zero+Stone/@18.5230388,73.8762163,13.99z/data=!4m16!1m7!3m6!1s0x3bc2c05a624f9a43:0x456c2abd4e8d37bd!2sZero+Stone!8m2!3d18.5230388!4d73.8762163!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bc2c05a624f9a43:0x456c2abd4e8d37bd!8m2!3d18.5230388!4d73.8762163!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJQ5pPYlrAwjsRvTeNTr0qbEU,0x3bc2c05a624f9a43:0x456c2abd4e8d37bd,5.00242027865684E+018,/g/11c6ts4pzy,5002420278656841661
"tourist attraction, 411024, Pune, Maharashtra, IN",My relaxing place at Khadakwasla dam,Tourist attraction,attractions,Tourist attraction,,"CQMC+RC Khadakwasla Dam, Khadakwasla Village, Khadakwasla, Pune, Maharashtra 411025","Khadakwasla Village, Khadakwasla",Pune,411025,18.4346035,73.7711138,5,1,"https://search.google.com/local/reviews?placeid=ChIJD1biPgCVwjsRh9UUPoRxmDs&q=tourist+attraction,+411024,+Pune,+Maharashtra,+IN&authuser=0&hl=en&gl=IN",0,0,0,0,1,,,OPERATIONAL,"{""Children"": {""Good for kids"": true}}",,0,,,,,"https://www.google.com/maps/place/My+relaxing+place+at+Khadakwasla+dam/@18.434603499999998,73.7711138,14z/data=!4m8!1m2!2m1!1sMy+relaxing+place+at+Khadakwasla+dam!3m4!1s0x3bc295003ee2560f:0x3b9871843e14d587!8m2!3d18.434603499999998!4d73.7711138","https://www.google.com/maps/place/My+relaxing+place+at+Khadakwasla+dam/@18.434603499999998,73.7711138,13.99z/data=!4m16!1m7!3m6!1s0x3bc295003ee2560f:0x3b9871843e14d587!2sMy+relaxing+place+at+Khadakwasla+dam!8m2!3d18.434603499999998!4d73.7711138!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bc295003ee2560f:0x3b9871843e14d587!8m2!3d18.434603499999998!4d73.7711138!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJD1biPgCVwjsRh9UUPoRxmDs,0x3bc295003ee2560f:0x3b9871843e14d587,4.29430705748894E+018,/g/11vz2pjnsq,4294307057488942471
"tourist attraction, 411024, Pune, Maharashtra, IN",Rajiv Gandhi Zoological Park and Wildlife Research Center,"Tourist attraction, Park, Zoo",attractions,Tourist attraction,,"Pune - Satara Rd, opp. Katraj Dairy, Katraj, Pune, Maharashtra 411046",Katraj,Pune,411046,18.4524807,73.8607977,4.1,66543,"https://search.google.com/local/reviews?placeid=ChIJL6j3B8PqwjsRC7AkMjQxxDo&q=tourist+attraction,+411024,+Pune,+Maharashtra,+IN&authuser=0&hl=en&gl=IN",3432,2859,9789,19820,30643,"{""Monday"": ""9:30am-5pm"", ""Tuesday"": ""9:30am-5pm"", ""Wednesday"": ""Closed"", ""Thursday"": ""9:30am-5pm"", ""Friday"": ""9:30am-5pm"", ""Saturday"": ""9:30am-5pm"", ""Sunday"": ""9:30am-5pm""}",,OPERATIONAL,"{""Service options"": {""On-site services"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Paid parking lot"": true}}",This large zoo with a lake & greenery has a snake park with many reptiles & an animal rescue center.,1,111937833872236215766,,,,"https://www.google.com/maps/place/Rajiv+Gandhi+Zoological+Park+and+Wildlife+Research+Center/@18.4524807,73.86079769999999,14z/data=!4m8!1m2!2m1!1sRajiv+Gandhi+Zoological+Park+and+Wildlife+Research+Center!3m4!1s0x3bc2eac307f7a82f:0x3ac431343224b00b!8m2!3d18.4524807!4d73.86079769999999","https://www.google.com/maps/place/Rajiv+Gandhi+Zoological+Park+and+Wildlife+Research+Center/@18.4524807,73.86079769999999,13.99z/data=!4m16!1m7!3m6!1s0x3bc2eac307f7a82f:0x3ac431343224b00b!2sRajiv+Gandhi+Zoological+Park+and+Wildlife+Research+Center!8m2!3d18.4524807!4d73.86079769999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bc2eac307f7a82f:0x3ac431343224b00b!8m2!3d18.4524807!4d73.86079769999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJL6j3B8PqwjsRC7AkMjQxxDo,0x3bc2eac307f7a82f:0x3ac431343224b00b,4.23456364988443E+018,/m/0479krv,4234563649884434443
"tourist attraction, 411024, Pune, Maharashtra, IN",Apala Khadakvasla,Tourist attraction,attractions,Tourist attraction,,"448, Narveer Tanaji Malusare Rd, Khadakwasla Village, Khadakwasla, Girinagar, Maharashtra 411025","Khadakwasla Village, Khadakwasla",Girinagar,411025,18.433425,73.7705081,4.6,23,"https://search.google.com/local/reviews?placeid=ChIJnYW-ljOVwjsRzbigVaOvVs0&q=tourist+attraction,+411024,+Pune,+Maharashtra,+IN&authuser=0&hl=en&gl=IN",0,1,0,6,16,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false}, ""Children"": {""Good for kids"": true}}",,0,,,,,"https://www.google.com/maps/place/Apala+Khadakvasla/@18.433425,73.7705081,14z/data=!4m8!1m2!2m1!1sApala+Khadakvasla!3m4!1s0x3bc2953396be859d:0xcd56afa355a0b8cd!8m2!3d18.433425!4d73.7705081","https://www.google.com/maps/place/Apala+Khadakvasla/@18.433425,73.7705081,13.99z/data=!4m16!1m7!3m6!1s0x3bc2953396be859d:0xcd56afa355a0b8cd!2sApala+Khadakvasla!8m2!3d18.433425!4d73.7705081!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bc2953396be859d:0xcd56afa355a0b8cd!8m2!3d18.433425!4d73.7705081!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJnYW-ljOVwjsRzbigVaOvVs0,0x3bc2953396be859d:0xcd56afa355a0b8cd,1.47962067418235E+019,/g/11pf0b89hz,-3650537331886081843
"tourist attraction, 411024, Pune, Maharashtra, IN",I LOVE WARJE,Tourist attraction,attractions,Tourist attraction,,"FQRR+2HM RMD College, Service Rd, AtulNagar Phase I, Aditya Garden City, Warje, Pune, Maharashtra 411058","AtulNagar Phase I, Aditya Garden City, Warje",Pune,411058,18.4900925,73.7914109,4.4,105,"https://search.google.com/local/reviews?placeid=ChIJiyrkoca_wjsRoH70ZDw8FAg&q=tourist+attraction,+411024,+Pune,+Maharashtra,+IN&authuser=0&hl=en&gl=IN",4,3,9,19,70,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",,0,,,,,"https://www.google.com/maps/place/I+LOVE+WARJE/@18.4900925,73.7914109,14z/data=!4m8!1m2!2m1!1sI+LOVE+WARJE!3m4!1s0x3bc2bfc6a1e42a8b:0x8143c3c64f47ea0!8m2!3d18.4900925!4d73.7914109","https://www.google.com/maps/place/I+LOVE+WARJE/@18.4900925,73.7914109,13.99z/data=!4m16!1m7!3m6!1s0x3bc2bfc6a1e42a8b:0x8143c3c64f47ea0!2sI+LOVE+WARJE!8m2!3d18.4900925!4d73.7914109!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bc2bfc6a1e42a8b:0x8143c3c64f47ea0!8m2!3d18.4900925!4d73.7914109!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJiyrkoca_wjsRoH70ZDw8FAg,0x3bc2bfc6a1e42a8b:0x8143c3c64f47ea0,5.82156481927086E+017,/g/11lsd6kmx2,582156481927085728
"tourist attraction, 411024, Pune, Maharashtra, IN",Sipna Jungle,"Farm, Nature preserve",Farm,Farm,,"CQ42+FXG, Pune - Panshet Rd, Gorhe Khurd, Maharashtra 411025",,Gorhe Khurd,411025,18.406183,73.752456,4,142,"https://search.google.com/local/reviews?placeid=ChIJk8Nr5iGUwjsRt9jzKTzK3fM&q=tourist+attraction,+411024,+Pune,+Maharashtra,+IN&authuser=0&hl=en&gl=IN",10,7,21,35,69,"{""Monday"": ""7am-7pm"", ""Tuesday"": ""7am-7pm"", ""Wednesday"": ""7am-7pm"", ""Thursday"": ""7am-7pm"", ""Friday"": ""7am-7pm"", ""Saturday"": ""7am-7pm"", ""Sunday"": ""7am-7pm""}",,OPERATIONAL,{},,0,,,,,"https://www.google.com/maps/place/Sipna+Jungle/@18.406183,73.752456,14z/data=!4m8!1m2!2m1!1sSipna+Jungle!3m4!1s0x3bc29421e66bc393:0xf3ddca3c29f3d8b7!8m2!3d18.406183!4d73.752456","https://www.google.com/maps/place/Sipna+Jungle/@18.406183,73.752456,13.99z/data=!4m16!1m7!3m6!1s0x3bc29421e66bc393:0xf3ddca3c29f3d8b7!2sSipna+Jungle!8m2!3d18.406183!4d73.752456!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bc29421e66bc393:0xf3ddca3c29f3d8b7!8m2!3d18.406183!4d73.752456!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJk8Nr5iGUwjsRt9jzKTzK3fM,0x3bc29421e66bc393:0xf3ddca3c29f3d8b7,1.75724236808202E+019,/g/11cr_qjp6s,-874320392889313097
"tourist attraction, 411024, Pune, Maharashtra, IN",Joshi's Museum Of Miniature Railways,"Tourist attraction, Miniatures store, Museum",museums,Tourist attraction,+91 20 2543 5378,"17/1 B/2, Late GA Kulkarni Path, near Karishma Society, Kothrud, Pune, Maharashtra 411038",Kothrud,Pune,411038,18.5015865,73.822345,4.1,2633,"https://search.google.com/local/reviews?placeid=ChIJrX8KtLG_wjsR5Y5V_giawps&q=tourist+attraction,+411024,+Pune,+Maharashtra,+IN&authuser=0&hl=en&gl=IN",149,89,340,719,1336,"{""Monday"": ""9am-5pm"", ""Tuesday"": ""9am-5pm"", ""Wednesday"": ""9am-5pm"", ""Thursday"": ""9am-1pm"", ""Friday"": ""9am-5pm"", ""Saturday"": ""9am-4pm,5-8pm"", ""Sunday"": ""5-8pm""}","[{""lunch"": {""Monday"": ""1-1:30 pm"", ""Tuesday"": ""1-1:30 pm"", ""Wednesday"": ""1-1:30 pm"", ""Thursday"": ""Closed"", ""Friday"": ""1-1:30 pm"", ""Saturday"": ""1-1:30 pm"", ""Sunday"": ""Closed""}}]",OPERATIONAL,"{""Service options"": {""On-site services"": true}, ""Highlights"": {""Live performances"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": false, ""Wheelchair-accessible toilet"": false}, ""Amenities"": {""Toilets"": true, ""Restaurant"": false}, ""Payments"": {""Google Pay"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Free street parking"": true}}","Opened in 1998, this museum presents demonstrations of miniature trains on a model railway system.",1,114351823557341606134,,,,"https://www.google.com/maps/place/Joshi%27s+Museum+Of+Miniature+Railways/@18.5015865,73.822345,14z/data=!4m8!1m2!2m1!1sJoshi%27s+Museum+Of+Miniature+Railways!3m4!1s0x3bc2bfb1b40a7fad:0x9bc29a08fe558ee5!8m2!3d18.5015865!4d73.822345","https://www.google.com/maps/place/Joshi%27s+Museum+Of+Miniature+Railways/@18.5015865,73.822345,13.99z/data=!4m16!1m7!3m6!1s0x3bc2bfb1b40a7fad:0x9bc29a08fe558ee5!2sJoshi%27s+Museum+Of+Miniature+Railways!8m2!3d18.5015865!4d73.822345!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bc2bfb1b40a7fad:0x9bc29a08fe558ee5!8m2!3d18.5015865!4d73.822345!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJrX8KtLG_wjsR5Y5V_giawps,0x3bc2bfb1b40a7fad:0x9bc29a08fe558ee5,1.12237025847781E+019,/m/0jwzhzj,-7223041488931418395
"tourist attraction, 411024, Pune, Maharashtra, IN",The Western Routes - Heritage Walk Meeting Point,"Tourist attraction, Tour operator",attractions,Tourist attraction,+91 94055 91758,"Shaniwar Wada, Dilli Darwaja, Shaniwar Peth, Pune, Maharashtra 411030","Dilli Darwaja, Shaniwar Peth",Pune,411030,18.5202524,73.8555189,4.6,48,"https://search.google.com/local/reviews?placeid=ChIJFXEYLufBwjsRCMs4rFGuBTg&q=tourist+attraction,+411024,+Pune,+Maharashtra,+IN&authuser=0&hl=en&gl=IN",2,2,2,2,40,,,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",,1,110251257254450422221,,,,"https://www.google.com/maps/place/The+Western+Routes+-+Heritage+Walk+Meeting+Point/@18.5202524,73.85551889999999,14z/data=!4m8!1m2!2m1!1sThe+Western+Routes+-+Heritage+Walk+Meeting+Point!3m4!1s0x3bc2c1e72e187115:0x3805ae51ac38cb08!8m2!3d18.5202524!4d73.85551889999999","https://www.google.com/maps/place/The+Western+Routes+-+Heritage+Walk+Meeting+Point/@18.5202524,73.85551889999999,13.99z/data=!4m16!1m7!3m6!1s0x3bc2c1e72e187115:0x3805ae51ac38cb08!2sThe+Western+Routes+-+Heritage+Walk+Meeting+Point!8m2!3d18.5202524!4d73.85551889999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bc2c1e72e187115:0x3805ae51ac38cb08!8m2!3d18.5202524!4d73.85551889999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJFXEYLufBwjsRCMs4rFGuBTg,0x3bc2c1e72e187115:0x3805ae51ac38cb08,4.03682430681251E+018,/g/11sbgtdlnq,4036824306812504840
"tourist attraction, 411024, Pune, Maharashtra, IN",Osho Teerth Park,"Tourist attraction, Park",attractions,Tourist attraction,+91 20 6601 9999,"GVPR+89R, D. H. Dhunjibhoy Road, Between Lane Number 2 and 3, Koregaon Rd, Koregaon Park, Pune, Maharashtra 411001",Koregaon Park,Pune,411001,18.5358733,73.8906921,4.1,4471,"https://search.google.com/local/reviews?placeid=ChIJJ-cTQQDBwjsRH4rwUIDtfds&q=tourist+attraction,+411024,+Pune,+Maharashtra,+IN&authuser=0&hl=en&gl=IN",300,185,536,1147,2303,"{""Monday"": ""6-9am,3-6pm"", ""Tuesday"": ""6-9am,3-6pm"", ""Wednesday"": ""6-9am,3-6pm"", ""Thursday"": ""6-9am,3-6pm"", ""Friday"": ""6-9am,3-6pm"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",,OPERATIONAL,"{""Service options"": {""On-site services"": true}, ""Children"": {""Good for kids"": true}}","Calm, natural setting for quiet walks & jogs amid dense foliage, gardens & a stream.",1,115155242876174573006,,,,"https://www.google.com/maps/place/Osho+Teerth+Park/@18.5358733,73.8906921,14z/data=!4m8!1m2!2m1!1sOsho+Teerth+Park!3m4!1s0x3bc2c1004113e727:0xdb7ded8050f08a1f!8m2!3d18.5358733!4d73.8906921","https://www.google.com/maps/place/Osho+Teerth+Park/@18.5358733,73.8906921,13.99z/data=!4m16!1m7!3m6!1s0x3bc2c1004113e727:0xdb7ded8050f08a1f!2sOsho+Teerth+Park!8m2!3d18.5358733!4d73.8906921!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bc2c1004113e727:0xdb7ded8050f08a1f!8m2!3d18.5358733!4d73.8906921!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJJ-cTQQDBwjsRH4rwUIDtfds,0x3bc2c1004113e727:0xdb7ded8050f08a1f,1.58160586017646E+019,/g/1tfzkswy,-2630685471944963553
"tourist attraction, 411024, Pune, Maharashtra, IN",Shrimant Dagdusheth Halwai Ganpati Mandir,"Tourist attraction, Religious organization, Hindu temple",attractions,Tourist attraction,+91 20 2447 9222,"Ganpati Bhavan, 250, Chhatrapati Shivaji Maharaj Rd, Mehunpura, Budhwar Peth, Pune, Maharashtra 411002","Mehunpura, Budhwar Peth",Pune,411002,18.5164297,73.8561329,4.8,169537,"https://search.google.com/local/reviews?placeid=ChIJ_0K0pW_AwjsR4bxItvVl850&q=tourist+attraction,+411024,+Pune,+Maharashtra,+IN&authuser=0&hl=en&gl=IN",1916,881,3117,16453,147170,"{""Monday"": ""5am-10:30pm"", ""Tuesday"": ""5am-10:30pm"", ""Wednesday"": ""5am-10:30pm"", ""Thursday"": ""5am-10:30pm"", ""Friday"": ""5am-10:30pm"", ""Saturday"": ""5am-10:30pm"", ""Sunday"": ""5am-10:30pm""}",,OPERATIONAL,"{""Service options"": {""On-site services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": false}, ""Amenities"": {""Toilets"": true}}","Hindu temple popular with pilgrims, with marble interiors & a golden Ganesh idol.",1,116950221208690598358,,,,"https://www.google.com/maps/place/Shrimant+Dagdusheth+Halwai+Ganpati+Mandir/@18.5164297,73.85613289999999,14z/data=!4m8!1m2!2m1!1sShrimant+Dagdusheth+Halwai+Ganpati+Mandir!3m4!1s0x3bc2c06fa5b442ff:0x9df365f5b648bce1!8m2!3d18.5164297!4d73.85613289999999","https://www.google.com/maps/place/Shrimant+Dagdusheth+Halwai+Ganpati+Mandir/@18.5164297,73.85613289999999,13.99z/data=!4m16!1m7!3m6!1s0x3bc2c06fa5b442ff:0x9df365f5b648bce1!2sShrimant+Dagdusheth+Halwai+Ganpati+Mandir!8m2!3d18.5164297!4d73.85613289999999!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bc2c06fa5b442ff:0x9df365f5b648bce1!8m2!3d18.5164297!4d73.85613289999999!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJ_0K0pW_AwjsR4bxItvVl850,0x3bc2c06fa5b442ff:0x9df365f5b648bce1,1.1381552789295E+019,/m/04zxxlg,-7065191284414563103
"tourist attraction, 411024, Pune, Maharashtra, IN",KhadakWasla Dam Backwater,Tourist attraction,attractions,Tourist attraction,,"CPCX+C6V, Gorhe Khurd, Maharashtra 411025",,Gorhe Khurd,411025,18.4211246,73.748058,4.1,25,"https://search.google.com/local/reviews?placeid=ChIJQZ-mjAWVwjsRuUHIeuQRJmo&q=tourist+attraction,+411024,+Pune,+Maharashtra,+IN&authuser=0&hl=en&gl=IN",3,0,2,6,14,,,OPERATIONAL,"{""Children"": {""Good for kids"": true}}",,0,,,,,"https://www.google.com/maps/place/KhadakWasla+Dam+Backwater/@18.4211246,73.748058,14z/data=!4m8!1m2!2m1!1sKhadakWasla+Dam+Backwater!3m4!1s0x3bc295058ca69f41:0x6a2611e47ac841b9!8m2!3d18.4211246!4d73.748058","https://www.google.com/maps/place/KhadakWasla+Dam+Backwater/@18.4211246,73.748058,13.99z/data=!4m16!1m7!3m6!1s0x3bc295058ca69f41:0x6a2611e47ac841b9!2sKhadakWasla+Dam+Backwater!8m2!3d18.4211246!4d73.748058!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bc295058ca69f41:0x6a2611e47ac841b9!8m2!3d18.4211246!4d73.748058!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJQZ-mjAWVwjsRuUHIeuQRJmo,0x3bc295058ca69f41:0x6a2611e47ac841b9,7.64882069014553E+018,/g/11sxwpfchw,7648820690145526201
"tourist attraction, 411024, Pune, Maharashtra, IN",Nanded City Eco Park,Park,attractions,Park,+91 20 6727 5300,"Nanded, Pune, Maharashtra 411041",Nanded,Pune,411041,18.4546625,73.7851084,4.6,1098,"https://search.google.com/local/reviews?placeid=ChIJAQAAd5iVwjsR1AxHa4L_Ssg&q=tourist+attraction,+411024,+Pune,+Maharashtra,+IN&authuser=0&hl=en&gl=IN",19,18,58,221,782,"{""Monday"": ""9:30am-7:30pm"", ""Tuesday"": ""9:30am-7:30pm"", ""Wednesday"": ""9:30am-7:30pm"", ""Thursday"": ""9:30am-7:30pm"", ""Friday"": ""9:30am-7:30pm"", ""Saturday"": ""9:30am-7:30pm"", ""Sunday"": ""9:30am-8pm""}",,OPERATIONAL,"{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",,1,111882633056102351685,,,,"https://www.google.com/maps/place/Nanded+City+Eco+Park/@18.454662499999998,73.7851084,14z/data=!4m8!1m2!2m1!1sNanded+City+Eco+Park!3m4!1s0x3bc2959877000001:0xc84aff826b470cd4!8m2!3d18.454662499999998!4d73.7851084","https://www.google.com/maps/place/Nanded+City+Eco+Park/@18.454662499999998,73.7851084,13.99z/data=!4m16!1m7!3m6!1s0x3bc2959877000001:0xc84aff826b470cd4!2sNanded+City+Eco+Park!8m2!3d18.454662499999998!4d73.7851084!16s%2Fg%2F11ckvg1dmb!3m7!1s0x3bc2959877000001:0xc84aff826b470cd4!8m2!3d18.454662499999998!4d73.7851084!9m1!1b1!16s%2Fg%2F11ckvg1dmb?entry=ttu",ChIJAQAAd5iVwjsR1AxHa4L_Ssg,0x3bc2959877000001:0xc84aff826b470cd4,1.44326288914728E+019,/g/11bx89hm03,-4014115182236726060
